title,summary,link,matched_keywords,tags,text_clean
An update on US consumer sentiment: Settling in for a tepid holiday season,"Early shopping, generational shifts, and the rise of practical gifting redefine consumers’ approaches for the 2025 holiday season.",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/the-state-of-the-us-consumer,consumer,['cross_industry'],update consumer sentiment settle tepid holiday season early shopping generational shift rise practical gift redefine consumer approach holiday season
A close look at the global beauty industry in 2025,"We asked 15,000 consumers and 100-plus executives for their perspectives on today’s beauty market. In this podcast episode, we highlight the themes that emerged from our research.",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/a-close-look-at-the-global-beauty-industry-in-2025,consumer,['cross_industry'],close look global beauty industry ask consumer plus executive perspective today beauty market podcast episode highlight theme emerge research
Operations’ dual mission as costs of emissions rise,"As regulatory demands and geopolitical tensions mount, companies are redesigning products and supply chains for sustainability. Can these moves strengthen both environmental and financial performance?",https://www.mckinsey.com/capabilities/operations/our-insights/operations-dual-mission-as-costs-of-emissions-rise,sustainability,['cross_industry'],operation dual mission cost emission rise regulatory demand geopolitical tension mount company redesign product supply chain sustainability move strengthen environmental financial performance
The changing role of the CMO—and what it means for growth,"New research reveals the costs of widening C-suite divides—and how strengthening the axis between chief marketing officers and their CEO and CFO colleagues can reignite sustainable, customer-centric g...",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/the-changing-role-of-the-cmo-and-what-it-means-for-growth,new,['cross_industry'],change role cmo mean growth new research reveal cost widen suite divide strengthen axis chief marketing officer ceo cfo colleague reignite sustainable customer centric
David Ellison’s Spending at Paramount Has Changed Hollywood’s Mood,"David Ellison has gotten off to a fast start as the owner of Paramount, at least when it comes to buying things.",https://www.nytimes.com/2025/09/12/business/ellison-paramount-warner-bros.html,thing,['cross_industry'],david ellison spending paramount change hollywood mood david ellison get fast start owner paramount come buy thing
F.D.A. Reviews Reports of Covid Vaccine Deaths,The agency plans to highlight possible links between the shots and accounts of deaths involving children and birth defects to an influential C.D.C. panel meeting next week.,https://www.nytimes.com/2025/09/12/health/fda-covid-vaccines-injuries-deaths.html,next,['cross_industry'],reviews reports covid vaccine deaths agency plan highlight possible link shot account death involve child birth defect influential panel meeting week
Is ‘The Pitt’ Really an ‘ER’ Spinoff? Michael Crichton’s Estate Says It Is.,"The estate of the best-selling author, which has intellectual property rights to “ER,” and the creators of the new hit TV show are waging a legal battle over whether it’s a stealth reboot.",https://www.nytimes.com/2025/09/12/business/the-pitt-er-michael-crichton-lawsuit.html,new,['cross_industry'],pitt spinoff michael crichton estate say estate well sell author intellectual property right creator new hit wage legal battle stealth reboot
"As the Fed Prepares to Lower Rates, 2 Seats on Its Board Are in Limbo","The Senate looks poised to confirm President Trump’s pick to join the central bank in time for the policy meeting next week, while another governor’s fate remains up in the air.",https://www.nytimes.com/2025/09/12/business/federal-reserve-board-interest-rates.html,next,['cross_industry'],fed prepares lower rates seat board limbo senate look poise confirm president trump pick join central bank time policy meeting week governor fate remain air
Debt Collection Lawsuits Are Rising. Here’s What to Do to Fight Back.,"The number of filings is back above 2020 levels as prices rise and people rely more on credit cards, an analysis finds. But many borrowers don’t respond to the suits and lose by default.",https://www.nytimes.com/2025/09/12/your-money/debt-collection-lawsuits.html,collection,['test'],debt collection lawsuit rise fight number filing level price rise people rely credit card analysis find borrower respond suit lose default
Believe in A.I.? Buy Beaten-Down Value Stocks.,"If artificial intelligence is really revolutionary, its benefits will spread to mundane companies and spawn new fields, Vanguard’s global chief economist says.",https://www.nytimes.com/2025/09/12/business/ai-investing-value-stocks.html,new,['cross_industry'],believe buy beaten value stock artificial intelligence revolutionary benefit spread mundane company spawn new field vanguard global chief economist say
The Billion-Dollar Stakes for OpenAI,"The artificial intelligence giant is closing in on a deal with Microsoft regarding its future governance, but other questions stand over its huge costs.",https://www.nytimes.com/2025/09/12/business/dealbook/openai-microsoft-governance-costs.html,future,['cross_industry'],billion dollar stakes openai artificial intelligence giant close deal microsoft future governance question stand huge cost
Hyundai ICE Raid Detained Workers With Short-Term Business Visas,Last week’s immigration operation at a battery plant highlighted a tactic that companies use to bring in foreign workers to establish new operations.,https://www.nytimes.com/2025/09/12/business/economy/hyundai-raid-worker-visas.html,new,['cross_industry'],hyundai ice raid detained workers short term business visas week immigration operation battery plant highlight tactic company use bring foreign worker establish new operation
Nepal’s Social Media Ban Backfires as Politics Moves to a Chat Room,"“The Parliament of Nepal right now is Discord,” a user said of the platform popular with video gamers, where tens of thousands are debating the nation’s future.",https://www.nytimes.com/2025/09/11/world/asia/nepal-protest-genz-discord.html,future,['cross_industry'],nepal social media ban backfires politic moves chat room parliament nepal right discord user say platform popular video gamer ten thousand debate nation future
NPR Names Thomas Evans as Its New Editor,"Mr. Evans, who spent many years at CNN before joining NPR last year, takes over the top editorial job as the organization faces major funding challenges.",https://www.nytimes.com/2025/09/11/business/media/npr-editor-thomas-evans.html,new,['cross_industry'],npr names thomas evans new editor evans spend year cnn join npr year take editorial job organization face major funding challenge
Paramount Plans Bid for Warner Bros. Discovery,"Any deal would further reshape the media industry, putting CBS News, CNN and two major movie studios under the same corporate umbrella.",https://www.nytimes.com/2025/09/11/business/media/paramount-warner-bros-discovery-bid.html,new,['cross_industry'],paramount plans bid warner discovery deal reshape media industry put cbs news cnn major movie studio corporate umbrella
Klarna’s Market Debut Shows Wall Street’s Renewed Appetite for I.P.O.s,"The company’s shares rose more than 14 percent on the first day of trading, a sign of the health of the public markets and a willingness of investors to bet on new companies.",https://www.nytimes.com/2025/09/11/business/dealbook/klarna-ipo-stock-market.html,new,['cross_industry'],klarna market debut show wall street renewed appetite company share rise percent day trading sign health public market willingness investor bet new company
CPI Shows Pace of US Inflation Likely to Keep Fed Cautious on Rate Cuts,The central bank is likely to lower borrowing costs at its meeting next week amid budding concerns about the labor market.,https://www.nytimes.com/2025/09/11/business/cpi-inflation-fed-rate-cuts.html,next,['cross_industry'],cpi show pace inflation likely fed cautious rate cut central bank likely lower borrowing cost meeting week amid bud concern labor market
"In the Wake of the Kirk Assassination, a Call for Leadership",The killing of the political activist raises new questions about the rise of targeted violence against public figures like politicians and business leaders.,https://www.nytimes.com/2025/09/11/business/dealbook/oracle-ellison-ai-boom.html,new,['cross_industry'],wake kirk assassination leadership killing political activist raise new question rise target violence public figure like politician business leader
"In High-Profile Closings, Los Angeles Restaurateurs See Trouble","The city’s turmoil, from wildfires to curfews, has exacted a toll on some of its best-loved restaurants and raised worries about the future.",https://www.nytimes.com/2025/09/11/dining/los-angeles-restaurants-closings.html,future,['cross_industry'],high profile closings los angeles restaurateurs trouble city turmoil wildfire curfew exact toll well love restaurant raise worry future
"Boeing and Union for 3,200 Striking Workers Reach New Proposed Deal",Workers who make military aircraft and equipment in the St. Louis area have been on strike since early August after rejecting an earlier agreement.,https://www.nytimes.com/2025/09/10/business/boeing-machinists-stlouis-deal.html,new,['cross_industry'],boeing union striking workers reach new propose deal workers military aircraft equipment louis area strike early august reject early agreement
Trump Threatens to Sue The New York Times Over Reporting on Epstein Drawing,The president has denied that he created and signed a sexually suggestive note that was included in a 2003 birthday gift for Jeffrey Epstein.,https://www.nytimes.com/2025/09/10/business/media/trump-new-york-times-epstein.html,new,['cross_industry'],trump threatens sue new york times reporting epstein drawing president deny create sign sexually suggestive note include birthday gift jeffrey epstein
CBS News Weighs Major Role for Bari Weiss as Part of Deal to Buy The Free Press,"The talks with Ms. Weiss, a founder of The Free Press, are the strongest sign yet that the new owner of CBS News intends to make major changes.",https://www.nytimes.com/2025/09/10/business/media/cbs-news-bari-weiss-free-press.html,new,['cross_industry'],cbs news weighs major role bari weiss deal buy free press talk weiss founder free press strong sign new owner cbs news intend major change
"Ozempic Maker Novo Nordisk to Cut 9,000 Jobs","The Danish drugmaker said it needed to streamline operations and become more agile, as it faces a more competitive and consumer-focused market.",https://www.nytimes.com/2025/09/10/business/novo-nordisk-job-cuts-ozempic.html,consumer,['cross_industry'],ozempic maker novo nordisk cut job danish drugmaker say need streamline operation agile face competitive consumer focus market
"Shows Created by Women Rise Sharply, but Only on Streaming TV","Far more shows on streaming services are being created by women, a new study found. That number on broadcast networks, though, remained stagnant.",https://www.nytimes.com/2025/09/09/business/media/women-creators-television-streaming.html,new,['cross_industry'],show create woman rise sharply streaming far show streaming service create woman new study find number broadcast network remain stagnant
"Anglo American and Teck Resources to Merge, Forming a Copper Giant","The deal, billed as a merger of equals, comes amid a surge in demand for copper, a crucial component in technology, from data centers to electric vehicles.",https://www.nytimes.com/2025/09/09/business/dealbook/anglo-american-teck-merger-mining.html,technology,['cross_industry'],anglo american teck resources merge form copper giant deal bill merger equal come amid surge demand copper crucial component technology data center electric vehicle
Exxon Wants to Make More of the Materials Needed for E.V. Batteries,"The oil giant said Tuesday that it was acquiring assets from a Chicago company as it looks to start producing graphite, a key battery ingredient, by the end of the decade.",https://www.nytimes.com/2025/09/09/business/energy-environment/exxon-mobil-graphite-electric-vehicles.html,material,['cross_industry'],exxon want materials need batteries oil giant say tuesday acquire asset chicago company look start produce graphite key battery ingredient end decade
The Stakes of the Murdoch Family’s Peace Deal,A new accord ends a bitter power struggle and gives Rupert Murdoch’s elder son control of the family’s media empire.,https://www.nytimes.com/2025/09/09/business/dealbook/lachlan-murdoch-family-deal.html,new,['cross_industry'],stake murdoch family peace deal new accord end bitter power struggle give rupert murdoch eld son control family medium empire
"Who Is Lachlan Murdoch, the Media Prince Who Would Be King","A new deal gives him control of his family’s media empire, including Fox News, for probably decades to come.",https://www.nytimes.com/2025/09/09/business/media/lachlan-murdoch-fox-news-corp.html,new,['cross_industry'],lachlan murdoch media prince king new deal give control family medium empire include fox news probably decade come
"In the Pacific, Unkept U.S. Promises on Climate Cut Deep",Pacific island nations have seen American pledges and attention come and go with geopolitical winds. Recent U.S. pullbacks are met with disappointment but not surprise.,https://www.nytimes.com/2025/09/12/world/asia/pacific-climate-pledges-us.html,climate,['cross_industry'],pacific unkept promise climate cut deep pacific island nation see american pledge attention come geopolitical wind recent pullback meet disappointment surprise
Bolsonaro was Sentenced to 27 Years for Plotting a Coup in Brazil. What Comes Next?,Jair Bolsonaro was sentenced to 27 years in prison for conspiring to cling to power after losing the 2022 elections.,https://www.nytimes.com/2025/09/12/world/americas/bolsonaro-sentenced-prison-brazil.html,next,['cross_industry'],bolsonaro sentence year plot coup brazil come jair bolsonaro sentence year prison conspire cling power lose election
Qatar Prime Minister to Meet Trump Officials After Israeli Strikes in Doha,"President Trump is said to be planning a meeting with Sheikh Mohammed bin Abdulrahman al-Thani in New York on Friday, after an attack that has rattled Persian Gulf states.",https://www.nytimes.com/2025/09/12/world/middleeast/qatar-prime-minister-trump-rubio.html,new,['cross_industry'],qatar prime minister meet trump officials israeli strikes doha president trump say plan meeting sheikh mohammed bin abdulrahman thani new york friday attack rattle persian gulf state
Unusual Climate Case Accusing Oil Giants of Racketeering Is Dismissed,"Citing laws more commonly used against organized crime, the lawsuit argued that fossil fuel companies were responsible for devastating hurricane damage in Puerto Rico.",https://www.nytimes.com/2025/09/12/climate/puerto-rico-lawsuit-energy-racketeering-irma-maria.html,climate,['cross_industry'],unusual climate case accusing oil giants racketeering dismiss citing law commonly organized crime lawsuit argue fossil fuel company responsible devastate hurricane damage puerto rico
Rubio Leads Charge in Trump’s New War in Latin America,The secretary of state is shaping what could be the most consequential military actions of President Trump’s second term.,https://www.nytimes.com/2025/09/12/us/politics/rubio-trump-drugs-venezuela.html,new,['cross_industry'],rubio lead charge trump new war latin america secretary state shape consequential military action president trump second term
Nepal’s Social Media Ban Backfires as Politics Moves to a Chat Room,"“The Parliament of Nepal right now is Discord,” a user said of the platform popular with video gamers, where tens of thousands are debating the nation’s future.",https://www.nytimes.com/2025/09/11/world/asia/nepal-protest-genz-discord.html,future,['cross_industry'],nepal social media ban backfires politic moves chat room parliament nepal right discord user say platform popular video gamer ten thousand debate nation future
Carney Unveils Major Projects for Canada to Offset Damage of Trump’s Tariffs,Prime Minister Mark Carney unveiled big infrastructure plans. But they are likely to meet resistance from Indigenous and environmental groups.,https://www.nytimes.com/2025/09/11/world/canada/carney-trump-infrastructure-tariffs-natural-gas.html,big,['cross_industry'],carney unveils major projects canada offset damage trump tariffs prime minister mark carney unveil big infrastructure plan likely meet resistance indigenous environmental group
"U.K. Ambassador to U.S., Peter Mandelson, Fired Over Epstein Links",The British government said it withdrew the envoy after newly revealed emails showed the depth of his relationship with Jeffrey Epstein.,https://www.nytimes.com/2025/09/11/world/europe/uk-ambassador-us-peter-mandelson-epstein-starmer.html,new,['cross_industry'],ambassador peter mandelson fire epstein link british government say withdraw envoy newly reveal email show depth relationship jeffrey epstein
What to Know About the Mass Protests in Nepal,"The explosion of unrest in Nepal — with fires around the capital, Kathmandu, and the prime minister fleeing the country — was years in the making. Alex Travelli, a New York Times correspondent, descri...",https://www.nytimes.com/video/world/asia/100000010388442/what-to-know-about-the-mass-protests-in-nepal.html,new,['cross_industry'],know mass protests nepal explosion unrest nepal fire capital kathmandu prime minister flee country year making alex travelli new york times correspondent descri
Brazil Invited the World to the Amazon. It’s Become a Big Headache.,"This year’s U.N. climate conference, on the edge of the rainforest, is fueling criticism of the host nation and the entire process of global diplomacy on climate change.",https://www.nytimes.com/2025/09/10/climate/belem-cop30-amazon-hotels-united-nations.html,"big, climate",['cross_industry'],brazil invite world amazon big headache year climate conference edge rainforest fuel criticism host nation entire process global diplomacy climate change
"Climate ‘Ideology’ Hurts Prosperity, Top U.S. Officials Tell Europeans","Chris Wright, the energy secretary, said he would push Europe to loosen environmental rules and buy more gas. Doug Burgum, the interior secretary, tied fossil fuels to a need to win the A.I. race.",https://www.nytimes.com/2025/09/10/climate/burgum-wright-europe-energy.html,climate,['cross_industry'],climate ideology hurts prosperity official tell europeans chris wright energy secretary say push europe loosen environmental rule buy gas doug burgum interior secretary tie fossil fuel need win race
"Who Is France’s New Prime Minister, Sébastien Lecornu?",Sébastien Lecornu had been defense minister. He is one of President Emmanuel Macron’s most loyal and enduring allies.,https://www.nytimes.com/2025/09/10/world/europe/france-prime-minister-sebastien-lecornu-macron.html,new,['cross_industry'],france new prime minister sébastien lecornu sébastien lecornu defense minister president emmanuel macron loyal endure ally
Poland Has Invoked NATO’s Article 4. What Comes Next?,Article 4 allows member states to start a formal discussion within the alliance about threats to their security. It does not commit the alliance to military action.,https://www.nytimes.com/2025/09/10/world/europe/what-is-nato-article-4.html,next,['cross_industry'],poland invoke nato article come article allow member state start formal discussion alliance threat security commit alliance military action
Are We Past Peak iPhone? + Eliezer Yudkowsky on A.I. Doom,“There’s only so many things that you can do to redesign a glass rectangle in your pocket.”,https://www.nytimes.com/2025/09/12/podcasts/iphone-eliezer-yudkowsky.html,thing,['cross_industry'],past peak iphone eliezer yudkowsky doom thing redesign glass rectangle pocket
OpenAI Takes Big Steps Toward Its Long-Planned Reorganization,"The start-up reached a tentative deal with Microsoft, its biggest investor, and said it would give a $100 billion stake to the nonprofit that manages it.",https://www.nytimes.com/2025/09/11/technology/openai-microsoft-deal.html,big,['cross_industry'],openai take big steps long planned reorganization start reach tentative deal microsoft big investor say billion stake nonprofit manage
Nepal’s Social Media Ban Backfires as Politics Moves to a Chat Room,"“The Parliament of Nepal right now is Discord,” a user said of the platform popular with video gamers, where tens of thousands are debating the nation’s future.",https://www.nytimes.com/2025/09/11/world/asia/nepal-protest-genz-discord.html,future,['cross_industry'],nepal social media ban backfires politic moves chat room parliament nepal right discord user say platform popular video gamer ten thousand debate nation future
Small Businesses Face a New Threat: Pay Up or Be Flooded With Bad Reviews,"Movers, roofing companies and others are being bombarded with phony one-star reviews on Google Maps. Then they’re asked to pay up.",https://www.nytimes.com/2025/09/11/technology/fake-reviews-small-businesses.html,new,['cross_industry'],small businesses face new threat pay flood bad reviews movers roof company bombard phony star review google maps ask pay
OpenAI Signs $300 Billion Data Center Pact With Tech Giant Oracle,The funding covers more than half of the A.I. data centers that OpenAI plans to build in the U.S. over the next several years.,https://www.nytimes.com/2025/09/10/technology/openai-oracle-data-centers-deal.html,next,['cross_industry'],openai signs billion data center pact tech giant oracle funding cover half data center openai plan build year
Royal Ballet and Opera Confronts A.I. With ‘RBO/Shift’ Festival,"The London institution is creating “RBO/Shift,” a technology festival whose first year will ask how far A.I. can push the boundaries of opera.",https://www.nytimes.com/2025/09/10/arts/music/royal-opera-ai-festival.html,technology,['cross_industry'],royal ballet opera confronts rbo shift festival london institution create rbo shift technology festival year ask far push boundary opera
Exxon Wants to Make More of the Materials Needed for E.V. Batteries,"The oil giant said Tuesday that it was acquiring assets from a Chicago company as it looks to start producing graphite, a key battery ingredient, by the end of the decade.",https://www.nytimes.com/2025/09/09/business/energy-environment/exxon-mobil-graphite-electric-vehicles.html,material,['cross_industry'],exxon want materials need batteries oil giant say tuesday acquire asset chicago company look start produce graphite key battery ingredient end decade
United Arab Emirates Joins U.S. and China in Giving Away A.I. Technology,The Persian Gulf nation has “open sourced” technology meant to compete with OpenAI and China’s DeepSeek.,https://www.nytimes.com/2025/09/09/technology/uae-emirates-ai-open-source.html,technology,['cross_industry'],united arab emirates joins china give away technology persian gulf nation open sourced technology mean compete openai china deepseek
A.I. Could Make the Smartphone Passé. What Comes Next?,"As Apple prepares to release new iPhones this week, industry veterans shared their predictions for what will be the next big thing in personal computing.",https://www.nytimes.com/2025/09/08/technology/personaltech/ai-iphones-android-smartphones.html,"new, next, big, thing",['cross_industry'],smartphone passé come apple prepare release new iphone week industry veteran share prediction big thing personal computing
Would Anyone Use a Chinese Stablecoin?,A new law in Hong Kong could pave the way for digital currencies tied to China.,https://www.nytimes.com/2025/09/06/business/china-stablecoin-trump.html,new,['cross_industry'],use chinese stablecoin new law hong kong pave way digital currency tie china
Ed Sheeran on ‘Play’ and Not Giving Up His Pop Throne,"The superstar singer-songwriter sat down with Popcast to discuss overcoming personal and professional turmoil ahead of his new album, “Play.”",https://www.nytimes.com/2025/09/12/arts/music/ed-sheeran-interview-popcast.html,"sheer, new","['cross_industry', 'material']",sheeran play give pop throne superstar singer songwriter sit popcast discuss overcome personal professional turmoil ahead new album play
Review: Gustavo Dudamel Gives a Glimpse of New York’s Future,"The superstar conductor opened the New York Philharmonic’s season, with his signature thrills that make a traditional concert format seem exceptional.",https://www.nytimes.com/2025/09/12/arts/music/review-gustavo-dudamel-new-york-philharmonic-opening-night.html,"new, future",['cross_industry'],review gustavo dudamel give glimpse new york future superstar conductor open new york philharmonic season signature thrill traditional concert format exceptional
‘Not Sure What Genre It Is’: Meet the Adventurous Trio of Bloom,"The new jazz experiment featuring Nels Cline, Craig Taborn and Marcus Gilmore was assembled by the producer David Breskin in the spirit of a cult 1987 project.",https://www.nytimes.com/2025/09/12/arts/music/trio-of-bloom.html,new,['cross_industry'],sure genre meet adventurous trio bloom new jazz experiment feature nels cline craig taborn marcus gilmore assemble producer david breskin spirit cult project
"Anna Netrebko Returns to London, Sharing the Spotlight With Protests",Demonstrators outside the Royal Opera House protested the Russian soprano’s return to the London stage in a new production of “Tosca.”,https://www.nytimes.com/2025/09/11/arts/music/tosca-royal-opera-house-netrebko.html,new,['cross_industry'],anna netrebko returns london share spotlight protests demonstrators outside royal opera house protest russian soprano return london stage new production tosca
Jane Austen Loved Music. What Was on Her Playlist?,The novelist’s sheet music collection reveals new perspectives on her life and work.,https://www.nytimes.com/2025/09/12/arts/music/jane-austen-music.html,"new, collection","['test', 'cross_industry']",jane austen loved music playlist novelist sheet music collection reveal new perspective life work
9 New Movies Our Critics Are Talking About This Week,"Whether you’re a casual moviegoer or an avid buff, our reviewers think these films are worth knowing about.",https://www.nytimes.com/2025/09/12/movies/new-movies-this-week-critics.html,new,['cross_industry'],new movies critic talk week casual moviegoer avid buff reviewer think film worth know
The Cost of Performing Childhood for Your Parent’s Art,"It’s not quite #MeToo, but a spate of new memoirs is forcing a reckoning on what consent means when your parent is the artist.",https://www.nytimes.com/2025/09/12/magazine/child-subjects-art-abuse-sally-mann-molly-jong-fast-ruby-franke.html,new,['cross_industry'],cost perform childhood parent art metoo spate new memoir force reckoning consent mean parent artist
A Reporter Who Looks for the Books That Make You Tick,"Alexandra Alter, who covers publishing industry news and writes Books features for The Times, is always on the hunt for the next Harry Potter.",https://www.nytimes.com/2025/09/12/insider/book-reporting.html,"new, next",['cross_industry'],reporter look book tick alexandra alter cover publish industry news write books feature times hunt harry potter
"Photography’s Next Generation, Bursting Out of the Frames","On the 40th anniversary of the New Photography series at MoMA, 13 artists and collectives on three continents find ties that bind — and a resurrection.",https://www.nytimes.com/2025/09/11/arts/design/new-photography-2025-moma.html,"new, next",['cross_industry'],photography generation burst frame anniversary new photography series moma artist collective continent find tie bind resurrection
‘Spinal Tap II: The End Continues’ Review: They Can’t Leave This Behind,"Four decades after their big-screen hit, the rock legends David, Derek and Nigel have reunited for one final (really, truly) concert.",https://www.nytimes.com/2025/09/11/movies/spinal-tap-ii-the-end-continues-review.html,big,['cross_industry'],spinal tap end continue review leave decade big screen hit rock legend david derek nigel reunite final truly concert
"In ‘Alien: Earth,’ Big Tech Is the Monster and Kids Are the Prey","The sci-fi series, like the social-media horror story “Adolescence,” speaks to the fear of children being sacrificed to technology.",https://www.nytimes.com/2025/09/11/arts/television/alien-earth-adolescence-big-tech.html,"technology, big",['cross_industry'],alien earth big tech monster kids prey sci series like social media horror story adolescence speak fear child sacrifice technology
‘The History of Sound’ Review: Paul Mescal and Josh O’Connor on a Mission,Paul Mescal and Josh O’Connor play lovers who embark on a folk song-recording mission in this demure New England drama.,https://www.nytimes.com/2025/09/11/movies/the-history-of-sound-review.html,new,['cross_industry'],history sound review paul mescal josh mission paul mescal josh play lover embark folk song record mission demure new england drama
‘Tracker’ Became One of TV’s Biggest Hits by Keeping It Simple,"The CBS drama, starring Justin Hartley as a tough guy who finds missing people, is the most successful series in a mini-renaissance for the lone-wolf procedural.",https://www.nytimes.com/2025/09/11/arts/television/tracker.html,big,['cross_industry'],tracker big hit keep simple cbs drama star justin hartley tough guy find missing people successful series mini renaissance lone wolf procedural
"Dudamel, Arvo Pärt and a ‘Monkey King’ Coming This Fall",Highlights of the season include Esa-Pekka Salonen’s Boulez concerts with the New York Phil and Sarah Kirkland Snider’s new opera about Hildegard of Bingen in Los Angeles.,https://www.nytimes.com/2025/09/11/arts/music/classical-performances-nyc.html,new,['cross_industry'],dudamel arvo pärt monkey king come fall highlight season include esa pekka salonen boulez concert new york phil sarah kirkland snider new opera hildegard bingen los angeles
Royal Ballet and Opera Confronts A.I. With ‘RBO/Shift’ Festival,"The London institution is creating “RBO/Shift,” a technology festival whose first year will ask how far A.I. can push the boundaries of opera.",https://www.nytimes.com/2025/09/10/arts/music/royal-opera-ai-festival.html,technology,['cross_industry'],royal ballet opera confronts rbo shift festival london institution create rbo shift technology festival year ask far push boundary opera
"At the Royal Opera House, a New Season Brings New Drama","The company’s director, Oliver Mears, talks about the opening performance of “Tosca,” the return of the soprano Anna Netrebko and more.",https://www.nytimes.com/2025/09/10/arts/music/royal-opera-oliver-mears.html,new,['cross_industry'],royal opera house new season brings new drama company director oliver mears talk opening performance tosca return soprano anna netrebko
A TikTok Trend That Gets at the Complex Legacy of ‘Hamilton’,"By recreating a snippet of the number “Best of Wives and Best of Women,” these funny shorts serve as both tribute and critique.",https://www.nytimes.com/2025/09/10/movies/hamilton-tiktok-trend.html,"trend, trend","['test', 'cross_industry']",tiktok trend get complex legacy hamilton recreate snippet number good wives best woman funny short serve tribute critique
7 of Europe’s Most Delectable Fall Harvest Festivals,"A pistachio exhibition. A herring market. The happy blend of wine and hiking. This list proves that foodies, too, can celebrate Autumnal travel.",https://www.nytimes.com/2025/09/10/travel/europe-fall-harvest-festivals.html,pistachio,['color'],europe delectable fall harvest festival pistachio exhibition herring market happy blend wine hiking list prove foodie celebrate autumnal travel
"New International TV Shows to Watch: ‘The Dead Girls,’ ‘Tempest’ and More","New international shows include “Mussolini: Son of the Century,” whose message is clear: If Mussolini was the son of the 20th century, Donald Trump is the son of the 21st.",https://www.nytimes.com/2025/09/10/arts/television/new-international-tv-shows.html,new,['cross_industry'],new international show watch dead girl tempest new international show include mussolini son century message clear mussolini son century donald trump son
New York Public Library Acquires 500 Hours of Largely Unseen 9/11 Footage,The New York Public Library has acquired what may be the largest collection of crowdsourced footage of the attacks and the shellshocked aftermath.,https://www.nytimes.com/2025/09/10/arts/9-11-video-footage.html,"new, collection","['test', 'cross_industry']",new york public library acquire hour largely unseen footage new york public library acquire large collection crowdsourced footage attack shellshocked aftermath
Alo Yoga Releases New Luxury Bag Collection,"Alo Yoga is betting that fans of its sports bras will go for new luxury bags. Plus, Everlane’s first celebrity face and a milestone for stylish sisters-in-law.",https://www.nytimes.com/2025/09/12/style/alo-yoga-veronica-beard.html,"new, collection","['test', 'cross_industry']",alo yoga releases new luxury bag collection alo yoga bet fan sport bras new luxury bag plus everlane celebrity face milestone stylish sister law
"Nike Sneakers You Earn the Right to Buy, One Free Throw at a Time","The artist Tom Sachs, whose longtime partnership with Nike was suspended over suggestions that he ran a hostile studio, isn’t making it easy to nab his latest design for the brand.",https://www.nytimes.com/2025/09/12/style/nike-tom-sachs-mars-yard-3-sneakers.html,latest,['cross_industry'],nike sneakers earn right buy free throw time artist tom sachs longtime partnership nike suspend suggestion run hostile studio make easy nab late design brand
"Cher Helped Studio 54 Return, if Only for One Night","“When things are right, they just come back around,” Cher said of Valentino’s temporary reopening of the infamous club.",https://www.nytimes.com/2025/09/11/style/cher-studio-54-valentino.html,thing,['cross_industry'],cher help studio return night thing right come cher say valentino temporary reopening infamous club
"Anna Sawai, Priyanka Chopra and Peter Marino Inside Dior’s Redesigned NYC Flagship Store","The fashion crowd turned out for the reopening of the New York flagship store, which now has a spa.",https://www.nytimes.com/2025/09/11/style/dior-store-nyc-reopening-spa.html,"new, fashion","['test', 'cross_industry']",anna sawai priyanka chopra peter marino inside dior redesign nyc flagship store fashion crowd turn reopening new york flagship store spa
Andrew Cuomo Hits Fashion Runway at Style Across the Aisle,"The former governors joined Curtis Sliwa and a group of assorted New York City luminaries as models at Style Across the Aisle, a bipartisan event.",https://www.nytimes.com/2025/09/11/style/style-across-the-aisle-andrew-cuomo.html,"new, fashion, style","['test', 'cross_industry']",andrew cuomo hit fashion runway style aisle governor join curtis sliwa group assorted new york city luminary model style aisle bipartisan event
Ralph Lauren and the Taylor Swift Effect,"Taking advantage of a big moment with big clothes, in black and white.",https://www.nytimes.com/2025/09/11/style/ralph-lauren-taylor-swift-spring-2026.html,big,['cross_industry'],ralph lauren taylor swift effect take advantage big moment big clothe black white
"Jeff Bezos, Dakota Johnson and Anna Wintour Attend the Kering Gala in NYC",Hollywood’s most recognizable faces packed Kering’s gala in New York City on Thursday.,https://www.nytimes.com/2025/09/12/style/kering-gala-nyc-photos.html,new,['cross_industry'],jeff bezos dakota johnson anna wintour attend kering gala nyc hollywood recognizable face pack kering gala new york city thursday
Her Smart-Aleck Remark Gave Him Pause,"When Ira Wagner asked Kim Rosenberg which synagogue she belonged to in Portland, Ore., she said all of them, and that she knew “everybody.”",https://www.nytimes.com/2025/09/12/style/kim-rosenberg-ira-wagner-wedding.html,new,['cross_industry'],smart aleck remark give pause ira wagner ask kim rosenberg synagogue belong portland say know everybody
This Suit Went From the Met Gala to the Sale Section,How a one-of-a-kind ensemble worn to the star-studded fashion event ended up being bought secondhand — after being marked down by half.,https://www.nytimes.com/2025/09/11/style/wiederhoeft-suit-met-gala-ben-platt.html,"Met Gala, fashion","['test', 'trend_event']",suit met gala sale section kind ensemble wear star stud fashion event end buy secondhand mark half
